variant,theta_label,log_sigma_v2,log_sigma_w2,sigma_v2,sigma_w2,seed,loglik,grad_log_sigma_v2,grad_log_sigma_w2,grad_norm,finite_loglik,finite_grad,elapsed_s,error
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,380412,-82.10958862304688,66572168.0,-10492817.0,67394011.31269538,1,1,1.648097038269043,
stop_ot_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,388331,-87.35369110107422,416310263808.0,-404779761664.0,580655570200.3135,1,1,1.5584440231323242,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,300,-104.6416244506836,nan,nan,nan,1,0,1.5528061389923096,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,8219,-85.02662658691406,nan,nan,nan,1,0,1.5421550273895264,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,16138,-95.69059753417969,nan,nan,nan,1,0,1.4481499195098877,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,24057,-97.14607238769531,nan,nan,nan,1,0,1.5341720581054688,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,31976,-98.75411987304688,nan,nan,nan,1,0,1.5302557945251465,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,39895,-108.85389709472656,nan,nan,nan,1,0,1.490555763244629,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,47814,-95.6839828491211,nan,nan,nan,1,0,1.537383794784546,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,55733,-91.72427368164062,nan,nan,nan,1,0,1.5312528610229492,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,63652,-94.23426818847656,nan,nan,nan,1,0,1.596391201019287,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,71571,-96.17849731445312,nan,nan,nan,1,0,1.5207140445709229,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,79490,-89.45592498779297,nan,nan,nan,1,0,1.7516050338745117,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,87409,-92.06068420410156,nan,nan,nan,1,0,1.6113998889923096,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,95328,-100.05180358886719,nan,nan,nan,1,0,1.469595193862915,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,103247,-106.14131927490234,nan,nan,nan,1,0,1.6200110912322998,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,111166,-81.65106964111328,nan,nan,nan,1,0,1.5213367938995361,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,119085,-76.88648223876953,nan,nan,nan,1,0,1.590317964553833,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,127004,-71.3731689453125,nan,nan,nan,1,0,1.5828640460968018,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,134923,-98.94097137451172,nan,nan,nan,1,0,1.591850996017456,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,142842,-91.8082046508789,nan,nan,nan,1,0,1.51680588722229,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,150761,-94.86890411376953,nan,nan,nan,1,0,1.4750208854675293,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,158680,-89.51846313476562,nan,nan,nan,1,0,1.5422961711883545,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,166599,-105.3917236328125,nan,nan,nan,1,0,1.8779079914093018,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,174518,-89.86224365234375,nan,nan,nan,1,0,1.6056320667266846,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,182437,-85.44977569580078,nan,nan,nan,1,0,1.5368080139160156,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,190356,-100.30397033691406,nan,nan,nan,1,0,1.476057767868042,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,198275,-92.14911651611328,nan,nan,nan,1,0,1.5323700904846191,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,206194,-97.65562438964844,nan,nan,nan,1,0,1.431717872619629,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,214113,-85.53445434570312,nan,nan,nan,1,0,1.542158842086792,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,222032,-87.01576232910156,nan,nan,nan,1,0,1.5901498794555664,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,229951,-97.7921371459961,nan,nan,nan,1,0,1.4826388359069824,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,237870,-94.36652374267578,nan,nan,nan,1,0,1.5492098331451416,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,245789,-99.34249114990234,nan,nan,nan,1,0,1.4789671897888184,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,253708,-94.6668930053711,nan,nan,nan,1,0,1.5493266582489014,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,261627,-105.1733627319336,nan,nan,nan,1,0,1.5692496299743652,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,269546,-96.94383239746094,nan,nan,nan,1,0,1.454287052154541,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,277465,-104.46527862548828,nan,nan,nan,1,0,1.5808749198913574,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,285384,-86.5149154663086,nan,nan,nan,1,0,1.515937089920044,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,293303,-83.96097564697266,nan,nan,nan,1,0,1.5339248180389404,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,301222,-99.0467529296875,nan,nan,nan,1,0,1.5125529766082764,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,309141,-103.73117065429688,nan,nan,nan,1,0,1.5642890930175781,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,317060,-83.01531982421875,nan,nan,nan,1,0,1.5808868408203125,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,324979,-80.89313507080078,nan,nan,nan,1,0,1.485450029373169,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,332898,-95.22651672363281,104.30191802978516,3.139437198638916,104.34915510255088,1,1,1.5392701625823975,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,340817,-97.19674682617188,nan,nan,nan,1,0,1.4906740188598633,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,348736,-93.5750732421875,nan,nan,nan,1,0,1.5379619598388672,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,356655,-99.06584930419922,nan,nan,nan,1,0,1.4779441356658936,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,364574,-111.08329772949219,nan,nan,nan,1,0,1.5368878841400146,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,372493,-88.46495819091797,nan,nan,nan,1,0,1.5404469966888428,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,380412,-81.35973358154297,nan,nan,nan,1,0,1.4735310077667236,
no_ot,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,388331,-89.33283233642578,18.804847717285156,4.4610595703125,19.326752188615693,1,1,1.5373787879943848,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,300,-97.70589447021484,nan,nan,nan,1,0,1.5287690162658691,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,8219,-85.29877471923828,nan,nan,nan,1,0,1.7052338123321533,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,16138,-101.32878875732422,nan,nan,nan,1,0,1.5442607402801514,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,24057,-85.65150451660156,nan,nan,nan,1,0,1.4680812358856201,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,31976,-90.55070495605469,nan,nan,nan,1,0,1.5208382606506348,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,39895,-97.75737762451172,nan,nan,nan,1,0,1.4644901752471924,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,47814,-100.3530044555664,nan,nan,nan,1,0,1.5880141258239746,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,55733,-81.07511138916016,nan,nan,nan,1,0,1.5382349491119385,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,63652,-98.9323959350586,86.8051528930664,38.19212341308594,94.83550421434487,1,1,1.4714701175689697,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,71571,-108.67375183105469,-602.7330322265625,758.9937744140625,969.2051680301396,1,1,1.5376360416412354,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,79490,-83.33292388916016,nan,nan,nan,1,0,1.7532660961151123,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,87409,-82.7281265258789,nan,nan,nan,1,0,1.6314260959625244,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,95328,-100.4554672241211,122.54866790771484,-19.107120513916016,124.02926291923487,1,1,1.4736807346343994,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,103247,-107.53063201904297,nan,nan,nan,1,0,1.5319218635559082,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,111166,-73.20723724365234,nan,nan,nan,1,0,1.531325101852417,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,119085,-79.91926574707031,nan,nan,nan,1,0,1.4802629947662354,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,127004,-72.35469055175781,nan,nan,nan,1,0,1.5257868766784668,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,134923,-84.59512329101562,nan,nan,nan,1,0,1.5355510711669922,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,142842,-83.5046157836914,nan,nan,nan,1,0,1.4848089218139648,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,150761,-95.29347229003906,nan,nan,nan,1,0,1.5602929592132568,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,158680,-82.74291229248047,nan,nan,nan,1,0,1.4494428634643555,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,166599,-107.09429931640625,nan,nan,nan,1,0,1.5273079872131348,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,174518,-89.19327545166016,nan,nan,nan,1,0,1.5363271236419678,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,182437,-99.28584289550781,nan,nan,nan,1,0,1.4781880378723145,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,190356,-90.48871612548828,53.9951057434082,47.23243713378906,71.73823640039647,1,1,1.5377027988433838,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,198275,-85.7895736694336,nan,nan,nan,1,0,1.4823710918426514,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,206194,-97.0373306274414,nan,nan,nan,1,0,1.5299582481384277,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,214113,-85.60543823242188,nan,nan,nan,1,0,1.4717860221862793,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,222032,-87.63668823242188,nan,nan,nan,1,0,1.5477168560028076,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,229951,-100.3056640625,nan,nan,nan,1,0,1.5871458053588867,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,237870,-97.91439056396484,nan,nan,nan,1,0,1.478698968887329,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,245789,-105.74176788330078,nan,nan,nan,1,0,1.545093059539795,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,253708,-101.89209747314453,123.32438659667969,22.07663345336914,125.28480384341002,1,1,1.480842113494873,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,261627,-103.09172821044922,nan,nan,nan,1,0,1.5948700904846191,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,269546,-93.25301361083984,nan,nan,nan,1,0,1.5019712448120117,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,277465,-113.3878402709961,nan,nan,nan,1,0,1.579252004623413,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,285384,-86.04916381835938,nan,nan,nan,1,0,1.542551040649414,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,293303,-82.31145477294922,nan,nan,nan,1,0,1.4389212131500244,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,301222,-92.75624084472656,nan,nan,nan,1,0,1.526648759841919,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,309141,-105.91566467285156,nan,nan,nan,1,0,1.4528191089630127,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,317060,-85.21162414550781,nan,nan,nan,1,0,1.546595811843872,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,324979,-84.0257797241211,nan,nan,nan,1,0,1.479707956314087,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,332898,-100.20377349853516,nan,nan,nan,1,0,1.550384759902954,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,340817,-75.39979553222656,nan,nan,nan,1,0,1.5762176513671875,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,348736,-102.04993438720703,nan,nan,nan,1,0,1.573030948638916,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,356655,-86.83650970458984,nan,nan,nan,1,0,1.6080188751220703,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,364574,-94.2956771850586,nan,nan,nan,1,0,1.4869182109832764,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,372493,-88.41123962402344,nan,nan,nan,1,0,1.5178191661834717,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,380412,-99.37931823730469,nan,nan,nan,1,0,1.5416748523712158,
no_ot,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,388331,-91.34207916259766,nan,nan,nan,1,0,2.090536117553711,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,300,-91.8786849975586,nan,nan,nan,1,0,1.687035322189331,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,8219,-85.69649505615234,nan,nan,nan,1,0,1.560075044631958,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,16138,-99.46272277832031,nan,nan,nan,1,0,1.5580449104309082,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,24057,-95.05628204345703,nan,nan,nan,1,0,1.5530869960784912,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,31976,-96.36528015136719,nan,nan,nan,1,0,1.4594690799713135,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,39895,-93.8054428100586,nan,nan,nan,1,0,1.5358169078826904,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,47814,-92.33438873291016,nan,nan,nan,1,0,1.4840991497039795,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,55733,-90.61824798583984,nan,nan,nan,1,0,1.5985536575317383,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,63652,-89.49128723144531,nan,nan,nan,1,0,1.5420818328857422,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,71571,-98.39860534667969,nan,nan,nan,1,0,1.561896800994873,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,79490,-93.28479766845703,nan,nan,nan,1,0,1.6401889324188232,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,87409,-92.89546203613281,nan,nan,nan,1,0,1.4949650764465332,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,95328,-104.2920913696289,nan,nan,nan,1,0,1.53367280960083,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,103247,-97.88963317871094,319.3880615234375,-91.049072265625,332.1124318722955,1,1,1.4697849750518799,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,111166,-85.32823181152344,nan,nan,nan,1,0,1.5340330600738525,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,119085,-78.83821868896484,nan,nan,nan,1,0,1.5892298221588135,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,127004,-72.0419692993164,nan,nan,nan,1,0,1.488274097442627,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,134923,-102.41130065917969,nan,nan,nan,1,0,1.5401191711425781,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,142842,-93.14691925048828,nan,nan,nan,1,0,1.4833979606628418,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,150761,-94.57801818847656,nan,nan,nan,1,0,1.5364980697631836,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,158680,-91.1389389038086,nan,nan,nan,1,0,1.460123062133789,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,166599,-100.5232162475586,nan,nan,nan,1,0,1.5355827808380127,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,174518,-92.48516845703125,nan,nan,nan,1,0,1.5709278583526611,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,182437,-92.57332611083984,nan,nan,nan,1,0,1.4686429500579834,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,190356,-94.50968170166016,nan,nan,nan,1,0,1.5319950580596924,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,198275,-91.00130462646484,nan,nan,nan,1,0,1.6613280773162842,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,206194,-98.51699829101562,nan,nan,nan,1,0,1.53956937789917,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,214113,-88.12447357177734,nan,nan,nan,1,0,1.5401620864868164,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,222032,-76.85563659667969,nan,nan,nan,1,0,1.515237808227539,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,229951,-104.1331558227539,nan,nan,nan,1,0,1.576915979385376,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,237870,-91.52001953125,nan,nan,nan,1,0,1.5046720504760742,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,245789,-101.71524810791016,nan,nan,nan,1,0,1.5850250720977783,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,253708,-85.7198257446289,nan,nan,nan,1,0,1.5909249782562256,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,261627,-101.05379486083984,nan,nan,nan,1,0,1.5160980224609375,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,269546,-89.91619110107422,nan,nan,nan,1,0,1.5879249572753906,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,277465,-101.9242172241211,nan,nan,nan,1,0,1.4945781230926514,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,285384,-102.01031494140625,nan,nan,nan,1,0,1.6268360614776611,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,293303,-85.63472747802734,nan,nan,nan,1,0,1.6806159019470215,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,301222,-97.0113296508789,nan,nan,nan,1,0,1.5970747470855713,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,309141,-100.98733520507812,nan,nan,nan,1,0,1.5347912311553955,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,317060,-82.34636688232422,nan,nan,nan,1,0,1.4892139434814453,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,324979,-83.63063049316406,nan,nan,nan,1,0,1.5726189613342285,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,332898,-87.52326965332031,-32.856719970703125,1.5925624370574951,32.895293012057635,1,1,1.621222972869873,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,340817,-93.33816528320312,nan,nan,nan,1,0,1.5424938201904297,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,348736,-101.46208953857422,nan,nan,nan,1,0,1.5990626811981201,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,356655,-95.38520050048828,nan,nan,nan,1,0,1.5383219718933105,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,364574,-103.0738296508789,nan,nan,nan,1,0,1.5740611553192139,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,372493,-88.26396942138672,nan,nan,nan,1,0,1.571258306503296,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,380412,-106.33709716796875,nan,nan,nan,1,0,1.522287130355835,
no_ot,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,388331,-87.06913757324219,nan,nan,nan,1,0,1.5851771831512451,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,300,-73.96964263916016,964862121345024.0,-2446276427776.0,964865222440305.9,1,1,1.4912042617797852,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,8219,-82.4964370727539,-144727932928.0,20657242112.0,146194720223.6984,1,1,1.5107982158660889,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,16138,-78.08453369140625,10240026624.0,2634938112.0,10573601284.06112,1,1,1.4534361362457275,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,24057,-79.20089721679688,-3017090776694784.0,-608062276632576.0,3077755105118067.5,1,1,1.5198662281036377,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,31976,-79.03751373291016,-64912719872.0,-6390021632.0,65226479114.223015,1,1,1.5434112548828125,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,39895,-85.25128173828125,2.090686141484237e+16,-1783925269594112.0,2.0982832115491964e+16,1,1,1.4666748046875,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,47814,-9000055.0,nan,nan,nan,1,0,1.5311548709869385,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,55733,-70.29081726074219,-4384664584192.0,-7234884468736.0,8459836688247.889,1,1,1.447904109954834,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,63652,-150.88812255859375,127.6188735961914,-12.165929794311523,128.19745218108196,1,1,1.5457608699798584,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,71571,-145.8068084716797,45.65143966674805,-29.03881072998047,54.104588273623946,1,1,1.4534931182861328,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,79490,-79.3095474243164,-15695905554432.0,20644255236096.0,25933505845271.41,1,1,1.491698980331421,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,87409,-80.42959594726562,-203999202508800.0,263332330209280.0,333105975265643.75,1,1,1.5225210189819336,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,95328,-81.13778686523438,-494702656.0,358934304.0,611199273.9208864,1,1,1.4234051704406738,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,103247,-145.88339233398438,70.43717956542969,1.1610463857650757,70.4467479294998,1,1,1.5229198932647705,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,111166,-82.21577453613281,284036622712832.0,-88458483728384.0,297492363575330.2,1,1,1.5078117847442627,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,119085,-79.78417205810547,-1791648.5,3094730.0,3575941.571174262,1,1,1.44757080078125,
stop_logdet_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,127004,-79.31294250488281,-3544715264.0,609803136.0,3596785532.5985208,1,1,1.4937257766723633,
