t,x_true,vx_true,y_true,vy_true,x_filt_r,vx_filt_r,y_filt_r,vy_filt_r,x_filt_j,vx_filt_j,y_filt_j,vy_filt_j
124,64.27899932861328,0.5950767993927002,133.70733642578125,6.665334701538086,63.062965393066406,0.8186855912208557,128.31503295898438,6.187229633331299,63.062965393066406,0.8186856508255005,128.31503295898438,6.187230110168457
125,65.06204986572266,0.9710243940353394,140.5099334716797,6.939871788024902,64.18040466308594,0.8850753307342529,134.24290466308594,6.129594326019287,64.18040466308594,0.8850754499435425,134.24290466308594,6.129594802856445
126,66.17930603027344,1.263487458229065,147.69387817382812,7.428018569946289,64.169921875,0.6860610246658325,143.80357360839844,6.892055511474609,64.169921875,0.6860611438751221,143.80357360839844,6.892055511474609
127,67.56301879882812,1.503936767578125,154.93515014648438,7.0545244216918945,64.74764251708984,0.6619856953620911,152.61062622070312,7.317609786987305,64.74764251708984,0.6619858145713806,152.61062622070312,7.317609786987305
128,68.97241973876953,1.3148635625839233,161.7844696044922,6.644127368927002,69.762939453125,1.629387378692627,159.7210693359375,7.271571159362793,69.762939453125,1.6293874979019165,159.7210693359375,7.271571159362793
129,70.14525604248047,1.030813217163086,167.8748321533203,5.5365800857543945,70.84122467041016,1.5069197416305542,165.2965850830078,6.894670486450195,70.84122467041016,1.5069198608398438,165.2965850830078,6.894670486450195
130,71.02442932128906,0.7275339365005493,173.61900329589844,5.9517822265625,68.10810852050781,0.5646889209747314,176.4453125,7.840017318725586,68.10810852050781,0.564689040184021,176.4453125,7.840017318725586
131,71.8989028930664,1.0214122533798218,179.7029571533203,6.216135501861572,68.7031478881836,0.5714327096939087,184.79759216308594,7.953854084014893,68.7031478881836,0.5714328289031982,184.79759216308594,7.953854084014893
132,72.61968994140625,0.4201622009277344,186.0248565673828,6.427666664123535,71.65935516357422,1.1013820171356201,184.61831665039062,6.146492004394531,71.65935516357422,1.1013821363449097,184.61831665039062,6.146492004394531
133,72.92988586425781,0.2002185434103012,192.1996307373047,5.921863555908203,71.05191802978516,0.721645712852478,192.8129425048828,6.601634979248047,71.05191802978516,0.7216458320617676,192.8129425048828,6.601634979248047
134,72.97932434082031,-0.10134406387805939,197.87246704101562,5.423825740814209,69.10444641113281,0.12850850820541382,199.16954040527344,6.547183036804199,69.10444641113281,0.12850862741470337,199.16954040527344,6.547183036804199
135,72.7563705444336,-0.3445698320865631,203.31549072265625,5.462223529815674,69.52857208251953,0.19420063495635986,207.27438354492188,6.89332914352417,69.52857208251953,0.19420075416564941,207.27438354492188,6.89332914352417
136,71.74874877929688,-1.6706736087799072,208.8731689453125,5.653136730194092,71.32929229736328,0.5512056350708008,214.76866149902344,7.02687406539917,71.32929229736328,0.5512057542800903,214.76866149902344,7.02687406539917
137,70.35787963867188,-1.11106276512146,214.3370361328125,5.2745819091796875,69.93116760253906,0.11802083253860474,217.93655395507812,6.169322967529297,69.93116760253906,0.11802095174789429,217.93655395507812,6.169322967529297
138,69.38697052001953,-0.8307559490203857,219.1393585205078,4.330049514770508,71.71605682373047,0.48843586444854736,223.05963134765625,5.936822891235352,71.71605682373047,0.4884359836578369,223.05963134765625,5.936822891235352
139,68.49349212646484,-0.9561972618103027,223.35189819335938,4.095039367675781,70.23665618896484,0.051139116287231445,226.841552734375,5.457953453063965,70.23665618896484,0.051139235496520996,226.841552734375,5.457953453063965
140,67.89579772949219,-0.2391912341117859,227.2783203125,3.7578272819519043,67.97129821777344,-0.4636377692222595,232.437255859375,5.488567352294922,67.97129821777344,-0.46363765001296997,232.437255859375,5.488567352294922
141,67.66664123535156,-0.2191229611635208,231.19371032714844,4.072942733764648,66.39717102050781,-0.7104126811027527,234.89022827148438,4.81398868560791,66.39717102050781,-0.7104125618934631,234.89022827148438,4.81398868560791
142,67.50688171386719,-0.10039985924959183,235.1205596923828,3.780768632888794,66.94853973388672,-0.4300177991390228,238.7117919921875,4.593446731567383,66.94853973388672,-0.4300176799297333,238.7117919921875,4.593446731567383
143,67.32408142089844,-0.2651952803134918,238.93093872070312,3.8399975299835205,64.14779663085938,-0.9568461179733276,240.80812072753906,4.038532257080078,64.14779663085938,-0.9568459987640381,240.80812072753906,4.038532257080078
144,67.3394546508789,0.29595157504081726,242.46258544921875,3.2232909202575684,65.42100524902344,-0.4612787961959839,248.61907958984375,4.8768510818481445,65.42100524902344,-0.46127867698669434,248.61907958984375,4.8768510818481445
145,67.94070434570312,0.9065476655960083,245.76576232910156,3.3830502033233643,66.5882797241211,-0.0993775725364685,249.99029541015625,4.0978217124938965,66.5882797241211,-0.09937745332717896,249.99029541015625,4.0978217124938965
146,69.2343521118164,1.6807496547698975,249.0516815185547,3.188774347305298,66.27987670898438,-0.14582715928554535,253.351806640625,3.934195041656494,66.27987670898438,-0.1458270400762558,253.351806640625,3.934195041656494
147,71.26386260986328,2.3782808780670166,251.96775817871094,2.643350601196289,67.42034149169922,0.14001573622226715,255.85995483398438,3.6172943115234375,67.42034149169922,0.1400158554315567,255.85995483398438,3.6172943115234375
148,73.4628677368164,2.0197372436523438,254.57077026367188,2.5626633167266846,67.10453033447266,0.03872179239988327,257.0177917480469,3.070751428604126,67.10453033447266,0.03872191160917282,257.0177917480469,3.070751428604126
149,75.33533477783203,1.7251920700073242,257.1529541015625,2.6017370223999023,72.0908203125,1.138182282447815,259.6483459472656,2.9729292392730713,72.0908203125,1.1381824016571045,259.6483459472656,2.9729292392730713
150,77.28707122802734,2.1782915592193604,259.96636962890625,3.0250492095947266,77.39183807373047,2.0632572174072266,260.6161193847656,2.5273361206054688,77.391845703125,2.0632574558258057,260.6161193847656,2.5273361206054688
151,79.59551239013672,2.438598155975342,262.92864990234375,2.8994853496551514,77.27266693115234,1.578273057937622,263.7411193847656,2.6601510047912598,77.27266693115234,1.5782727003097534,263.7411193847656,2.6601510047912598
152,82.50521850585938,3.3808200359344482,265.7973937988281,2.8380138874053955,84.29399871826172,2.787842273712158,265.36083984375,2.4289450645446777,84.29399871826172,2.787841796875,265.36083984375,2.4289450645446777
153,85.79586029052734,3.2004599571228027,268.1985168457031,1.9642572402954102,86.59758758544922,2.6802306175231934,271.3106689453125,3.211364507675171,86.59758758544922,2.680230140686035,271.3106689453125,3.211364507675171
154,89.07588195800781,3.3595831394195557,270.0178527832031,1.674397587776184,94.33866882324219,3.8048648834228516,272.4752502441406,2.7565207481384277,94.33866882324219,3.8048644065856934,272.4752502441406,2.7565207481384277
155,92.47654724121094,3.441744089126587,271.906982421875,2.103853225708008,95.49563598632812,3.2164440155029297,274.0991516113281,2.504826545715332,95.49563598632812,3.2164435386657715,274.0991516113281,2.504826545715332
156,95.93482971191406,3.4748218059539795,273.53607177734375,1.1543188095092773,96.96117401123047,2.8273539543151855,277.5299377441406,2.7105956077575684,96.96117401123047,2.8273534774780273,277.5299377441406,2.7105956077575684
157,99.58805084228516,3.831616163253784,274.2217712402344,0.21706867218017578,100.72148895263672,3.0346782207489014,275.79168701171875,1.7219603061676025,100.72148895263672,3.034677743911743,275.79168701171875,1.7219603061676025
158,103.61227416992188,4.216821670532227,273.98046875,-0.6996654272079468,105.15896606445312,3.34641170501709,276.7254943847656,1.5468162298202515,105.15896606445312,3.3464112281799316,276.7254943847656,1.5468162298202515
159,107.81864166259766,4.195915699005127,273.37164306640625,-0.5179868340492249,108.90248107910156,3.4346563816070557,277.0975036621094,1.2857469320297241,108.90248107910156,3.4346559047698975,277.0975036621094,1.2857469320297241
160,111.60272216796875,3.372244119644165,272.2850036621094,-1.6553113460540771,111.94002532958984,3.346410036087036,277.8775634765625,1.1733739376068115,111.94002532958984,3.346409559249878,277.8775634765625,1.1733739376068115
161,114.8552017211914,3.1327176094055176,270.7983703613281,-1.3179876804351807,112.73845672607422,2.7801918983459473,275.67291259765625,0.4227049946784973,112.73845672607422,2.780191421508789,275.67291259765625,0.4227049946784973
162,117.76029968261719,2.677478075027466,269.1091003417969,-2.0605616569519043,113.95278930664062,2.4322237968444824,273.3288269042969,-0.1921338438987732,113.95278930664062,2.432223320007324,273.3288269042969,-0.1921338438987732
163,120.39698791503906,2.595911741256714,266.6777038574219,-2.8022868633270264,118.7790756225586,2.964237928390503,269.4550476074219,-1.010278344154358,118.7790756225586,2.9642374515533447,269.4550476074219,-1.010278344154358
164,122.5725326538086,1.7551906108856201,264.0455322265625,-2.4620773792266846,122.57669830322266,3.1494345664978027,268.4772033691406,-1.0030689239501953,122.57669830322266,3.1494340896606445,268.4772033691406,-1.0030689239501953
165,124.58941650390625,2.278578281402588,261.3562316894531,-2.916553020477295,124.89479064941406,2.964690923690796,263.5017395019531,-1.8858180046081543,124.89479064941406,2.9646904468536377,263.5017395019531,-1.8858180046081543
166,126.5083236694336,1.5592331886291504,257.8723449707031,-4.051208019256592,126.39543151855469,2.639346122741699,261.80792236328125,-1.8431568145751953,126.39543151855469,2.639345645904541,261.80792236328125,-1.8431568145751953
167,128.11227416992188,1.6486808061599731,253.95584106445312,-3.7817845344543457,131.07212829589844,3.092090129852295,256.155517578125,-2.6896557807922363,131.07212829589844,3.0920896530151367,256.155517578125,-2.6896557807922363
168,130.4425048828125,3.011765480041504,249.84793090820312,-4.434030532836914,130.6014404296875,2.3003616333007812,253.09719848632812,-2.771583318710327,130.6014404296875,2.300361156463623,253.09719848632812,-2.771583318710327
169,133.5404052734375,3.184022903442383,245.77349853515625,-3.714816093444824,131.96556091308594,2.0923099517822266,244.77975463867188,-4.00399923324585,131.96556091308594,2.0923094749450684,244.77975463867188,-4.00399923324585
170,136.36532592773438,2.4658172130584717,241.6825408935547,-4.467108249664307,132.6229248046875,1.7734317779541016,241.07862854003906,-3.936694622039795,132.6229248046875,1.7734313011169434,241.07862854003906,-3.936694622039795
171,138.80943298339844,2.4223995208740234,237.02291870117188,-4.85214900970459,134.33084106445312,1.7588711977005005,239.17727661132812,-3.484398365020752,134.33084106445312,1.7588707208633423,239.17727661132812,-3.484398365020752
172,141.24050903320312,2.4397661685943604,231.83006286621094,-5.533562183380127,138.51010131835938,2.296736240386963,235.36341857910156,-3.5576112270355225,138.51010131835938,2.2967357635498047,235.36341857910156,-3.5576112270355225
173,143.70477294921875,2.488750696182251,226.39808654785156,-5.330380916595459,144.77725219726562,3.1790518760681152,229.1810760498047,-4.14088249206543,144.7772674560547,3.179051399230957,229.1810760498047,-4.14088249206543
174,146.17105102539062,2.4437990188598633,220.66665649414062,-6.132483959197998,146.5706024169922,2.871119737625122,222.6414031982422,-4.673947811126709,146.57061767578125,2.8711180686950684,222.6414031982422,-4.673947811126709
175,148.97708129882812,3.168243408203125,214.77731323242188,-5.646211624145508,149.95425415039062,2.9850149154663086,219.96234130859375,-4.230639934539795,149.9542694091797,2.9850120544433594,219.96234130859375,-4.230639934539795
176,152.4763946533203,3.8303747177124023,209.2314910888672,-5.445424556732178,153.24826049804688,3.0536794662475586,214.31053161621094,-4.546457767486572,153.24827575683594,3.053675413131714,214.31053161621094,-4.546457767486572
177,156.22805786132812,3.672978639602661,203.46539306640625,-6.086772918701172,155.44725036621094,2.8637490272521973,205.71038818359375,-5.447277069091797,155.447265625,2.863743782043457,205.71038818359375,-5.447277069091797
178,160.1600799560547,4.191074371337891,197.24940490722656,-6.34519624710083,156.64358520507812,2.4932119846343994,198.3712921142578,-5.867680072784424,156.64358520507812,2.493206739425659,198.3712921142578,-5.867680072784424
179,164.46302795410156,4.4148383140563965,191.03297424316406,-6.087667465209961,162.34190368652344,3.2054593563079834,191.8719482421875,-6.008050918579102,162.34190368652344,3.205454111099243,191.8719482421875,-6.008050918579102
180,168.63565063476562,3.9304165840148926,184.95059204101562,-6.077110290527344,168.20803833007812,3.796720266342163,183.60598754882812,-6.509808540344238,168.20803833007812,3.796715021133423,183.60598754882812,-6.509808540344238
181,172.94432067871094,4.686929702758789,179.16641235351562,-5.491232872009277,170.2611541748047,3.4092519283294678,178.37242126464844,-6.226197719573975,170.2611541748047,3.4092466831207275,178.37242126464844,-6.226197719573975
182,177.42872619628906,4.281860828399658,173.36036682128906,-6.120882511138916,177.46043395996094,4.251479625701904,174.7375030517578,-5.650356769561768,177.46041870117188,4.251475811004639,174.7375030517578,-5.650356769561768
183,181.88119506835938,4.623091220855713,167.7592315673828,-5.081387519836426,182.44558715820312,4.414519309997559,167.2915802001953,-6.0493693351745605,182.44558715820312,4.414516448974609,167.2915802001953,-6.0493693351745605
184,186.5418243408203,4.698172092437744,162.97772216796875,-4.481618881225586,187.87420654296875,4.639873504638672,161.14215087890625,-6.071605682373047,187.87420654296875,4.639870643615723,161.14215087890625,-6.071605682373047
185,191.01507568359375,4.248338222503662,158.82540893554688,-3.823012113571167,192.6234588623047,4.664177894592285,158.43853759765625,-5.3231635093688965,192.6234588623047,4.664175033569336,158.43853759765625,-5.3231635093688965
186,194.94114685058594,3.603820323944092,155.33029174804688,-3.1672255992889404,196.96429443359375,4.5923237800598145,154.17918395996094,-5.086759567260742,196.96429443359375,4.592321872711182,154.17918395996094,-5.086759567260742
187,198.53549194335938,3.5848710536956787,152.26104736328125,-2.971259593963623,200.3114013671875,4.315608501434326,149.2755126953125,-5.046072483062744,200.3114013671875,4.315608024597168,149.2755126953125,-5.046072483062744
188,201.8738555908203,3.0918703079223633,149.2767791748047,-2.997292995452881,205.5128631591797,4.512462615966797,147.2843017578125,-4.367215156555176,205.5128631591797,4.512462139129639,147.2843017578125,-4.367215156555176
189,204.4839630126953,2.1283397674560547,146.7074432373047,-2.141371011734009,208.3156280517578,4.1325273513793945,143.90892028808594,-4.146807670593262,208.3156280517578,4.132526874542236,143.90892028808594,-4.146807670593262
190,206.66925048828125,2.2422380447387695,144.8673553466797,-1.53879714012146,210.07171630859375,3.6044304370880127,141.93133544921875,-3.664759397506714,210.07171630859375,3.6044299602508545,141.93133544921875,-3.664759397506714
191,209.2085723876953,2.83642315864563,143.1898956298828,-1.8161041736602783,214.93331909179688,3.8838016986846924,138.9555206298828,-3.5116589069366455,214.93331909179688,3.883801221847534,138.9555206298828,-3.5116589069366455
192,211.907958984375,2.5623397827148438,141.7115936279297,-1.140500545501709,214.32504272460938,2.8855631351470947,135.60308837890625,-3.476275682449341,214.32504272460938,2.8855626583099365,135.60308837890625,-3.476275682449341
193,214.3151397705078,2.251993179321289,140.85215759277344,-0.5783605575561523,216.720947265625,2.776749610900879,134.6533966064453,-2.9148120880126953,216.720947265625,2.7767491340637207,134.6533966064453,-2.9148120880126953
194,216.3218536376953,1.7614271640777588,140.26988220214844,-0.5862001180648804,219.04537963867188,2.6762356758117676,135.789794921875,-2.0145423412323,219.04537963867188,2.6762351989746094,135.789794921875,-2.0145423412323
195,217.9450225830078,1.4848946332931519,140.3721466064453,0.7907322645187378,220.73692321777344,2.4574148654937744,138.07569885253906,-1.0588867664337158,220.73692321777344,2.457414388656616,138.07569885253906,-1.0588867664337158
196,219.23934936523438,1.1037461757659912,141.19317626953125,0.8513302206993103,222.64431762695312,2.3351895809173584,138.17221069335938,-0.8021314144134521,222.64431762695312,2.3351891040802,138.17221069335938,-0.8021314144134521
197,220.32376098632812,1.0650677680969238,141.76272583007812,0.28774702548980713,225.57958984375,2.4685428142547607,140.55474853515625,-0.09442877769470215,225.57958984375,2.4685423374176025,140.55474853515625,-0.09442877769470215
198,221.215087890625,0.7175905704498291,142.26974487304688,0.7262903451919556,226.18727111816406,2.055021047592163,141.83338928222656,0.21069693565368652,226.18727111816406,2.055020570755005,141.83338928222656,0.21069693565368652
199,221.8679962158203,0.5882182717323303,143.39663696289062,1.5274981260299683,226.4318389892578,1.6526992321014404,143.76071166992188,0.5921691060066223,226.4318389892578,1.6526987552642822,143.76071166992188,0.5921691060066223
