variant,theta_label,log_sigma_v2,log_sigma_w2,sigma_v2,sigma_w2,seed,loglik,grad_log_sigma_v2,grad_log_sigma_w2,grad_norm,finite_loglik,finite_grad,elapsed_s,error
stop_transition_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,63652,-80.77847290039062,-22363822.0,14777722.0,26805253.25299069,1,1,1.041774034500122,
stop_transition_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,71571,-78.64127349853516,-231423.046875,154044.5,278004.1988984311,1,1,0.9820358753204346,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,300,-20000026.0,nan,nan,nan,1,0,1.0968458652496338,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,8219,-82.79117584228516,21452.98046875,-7559.314453125,22745.848104517743,1,1,0.9613387584686279,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,16138,-78.76727294921875,-815.594482421875,1829.003173828125,2002.6100393312624,1,1,0.9105288982391357,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,24057,-81.5473403930664,-5543539.5,602920.5625,5576230.21339198,1,1,0.946584939956665,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,31976,-71.9774169921875,53918.57421875,406500.3125,410060.62564989156,1,1,0.9706888198852539,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,39895,-80.43760681152344,-194639456.0,996760.375,194642008.21821868,1,1,0.9015622138977051,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,47814,-86.07820129394531,143.49928283691406,-25.614900588989258,145.7675111500929,1,1,0.9773359298706055,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,55733,-77.44268798828125,1811286.375,-265547.28125,1830648.4345280246,1,1,0.9176766872406006,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,63652,-83.27225494384766,-624.8121337890625,90.29829406738281,631.3034012592684,1,1,0.912553071975708,
stop_flow_grad,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,71571,-75.87092590332031,361.4627685546875,258.7618103027344,444.53684607956615,1,1,0.9673538208007812,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,300,-10000054.0,nan,nan,nan,1,0,1.0339703559875488,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,8219,-76.75177764892578,13.616443634033203,-5.304447650909424,14.613168791197953,1,1,1.1511828899383545,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,16138,-74.9747314453125,-70.59428405761719,11.419422149658203,71.51193008050929,1,1,0.9239988327026367,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,24057,-76.45907592773438,104.67242431640625,3.068838357925415,104.71740152019085,1,1,0.9037470817565918,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,31976,-71.45693969726562,-5330.32568359375,3078.91064453125,6155.65290202323,1,1,0.9677712917327881,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,39895,-84.40235900878906,-364.47271728515625,103.76641845703125,378.9562392211337,1,1,0.923137903213501,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,47814,-9000058.0,nan,nan,nan,1,0,0.8788979053497314,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,55733,-75.8795166015625,-129.8415069580078,112.35218811035156,171.7027405206749,1,1,0.9705190658569336,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,63652,-83.41124725341797,4231.7568359375,-327.2797546386719,4244.393708917695,1,1,1.0751471519470215,
stop_flow_grad,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,71571,-79.10694122314453,481859.40625,3226.80322265625,481870.21037893626,1,1,0.9113032817840576,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,300,-75.76358795166016,-379.2210388183594,-92.2573471069336,390.2819677844274,1,1,0.9930942058563232,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,8219,-78.67141723632812,4301.98583984375,-1149.4310302734375,4452.894997591072,1,1,0.9017980098724365,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,16138,-129.9085235595703,-73.51629638671875,19.119260787963867,75.96177964936084,1,1,0.9147348403930664,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,24057,-134.56698608398438,40.39368438720703,15.858922004699707,43.39533552727115,1,1,0.9717178344726562,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,31976,-74.83483123779297,244.93710327148438,-24.443485260009766,246.15374977985226,1,1,0.9195752143859863,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,39895,-85.0785140991211,165893.203125,-38340.82421875,170266.18467812566,1,1,1.0075550079345703,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,47814,-83.41910552978516,-61.50262451171875,16.772903442382812,63.74874988356215,1,1,0.9002671241760254,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,55733,-75.95244598388672,-749.76806640625,-1025.9716796875,1270.7360233043514,1,1,0.9010910987854004,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,63652,-80.77847290039062,-13.732795715332031,15.760876655578613,20.904423242735128,1,1,0.97542405128479,
stop_flow_grad,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,71571,-78.64127349853516,-16669.630859375,2358.925537109375,16835.70974676904,1,1,0.9071879386901855,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,300,-7000029.0,nan,nan,nan,1,0,0.8411440849304199,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,8219,-14000020.0,nan,nan,nan,1,0,0.9197490215301514,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,16138,-36.81922912597656,-247995600.0,49733632.0,252933295.10222933,1,1,0.8333687782287598,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,24057,-14000020.0,nan,nan,nan,1,0,0.9101319313049316,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,31976,-17000016.0,nan,nan,nan,1,0,0.8496599197387695,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,39895,-36.43722152709961,51082288.0,-14222879.0,53025375.381637655,1,1,0.8368473052978516,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,47814,-7000029.0,nan,nan,nan,1,0,0.9011509418487549,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,55733,-14000020.0,nan,nan,nan,1,0,0.8507580757141113,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,63652,-37.813411712646484,-573104832.0,357121696.0,675266654.1564633,1,1,0.8477621078491211,
measurement_only,"sv2=10,sw2=1",2.3025851249694824,0.0,10.0,1.0,71571,-15000018.0,nan,nan,nan,1,0,0.9294459819793701,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,300,-1000041.3125,nan,nan,nan,1,0,0.8398048877716064,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,8219,-14000023.0,nan,nan,nan,1,0,0.8481669425964355,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,16138,-20000014.0,nan,nan,nan,1,0,0.8966310024261475,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,24057,-19000016.0,nan,nan,nan,1,0,0.8275609016418457,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,31976,-20000014.0,nan,nan,nan,1,0,0.8529858589172363,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,39895,-20000016.0,nan,nan,nan,1,0,0.9023869037628174,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,47814,-20000014.0,nan,nan,nan,1,0,0.8264560699462891,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,55733,-20000014.0,nan,nan,nan,1,0,0.8281559944152832,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,63652,-20000014.0,nan,nan,nan,1,0,0.8977241516113281,
measurement_only,"sv2=8,sw2=1.5",2.079441547393799,0.40546509623527527,8.0,1.5,71571,-43.88192367553711,616589952.0,-115937024.0,627395060.8997005,1,1,0.8445339202880859,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,300,-13000018.0,nan,nan,nan,1,0,0.8419599533081055,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,8219,-20000012.0,nan,nan,nan,1,0,0.9012711048126221,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,16138,-24000006.0,nan,nan,nan,1,0,0.8202848434448242,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,24057,-15000016.0,nan,nan,nan,1,0,0.9103982448577881,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,31976,-19000012.0,nan,nan,nan,1,0,0.8295879364013672,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,39895,-14000018.0,nan,nan,nan,1,0,0.8490121364593506,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,47814,-34.00934600830078,-2168414011392.0,3370669834240.0,4007921463334.412,1,1,0.9058492183685303,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,55733,-14000018.0,nan,nan,nan,1,0,0.8370709419250488,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,63652,-33.48722457885742,-27367008.0,14786898.0,31106357.53884514,1,1,0.8348610401153564,
measurement_only,"sv2=12,sw2=0.8",2.4849066734313965,-0.2231435328722,12.0,0.800000011920929,71571,-20000012.0,nan,nan,nan,1,0,0.8979020118713379,
