t,x_true,vx_true,y_true,vy_true,x_obs,y_obs,x_filt,vx_filt,y_filt,vy_filt
10.0,-20.8234920501709,-1.99186110496521,-36.127803802490234,-4.056507587432861,-20.073623657226562,-33.02257537841797,-19.692523956298828,-2.1800010204315186,-33.86835479736328,-3.372760534286499
11.0,-23.071598052978516,-2.504349708557129,-40.30289077758789,-4.293668270111084,-22.115596771240234,-42.77124786376953,-21.960350036621094,-2.199380397796631,-39.239234924316406,-3.8136603832244873
12.0,-25.39238739013672,-2.1372299194335938,-44.34769058227539,-3.7959365844726562,-29.83734893798828,-43.68118667602539,-26.205591201782227,-2.65256404876709,-43.279293060302734,-3.8638103008270264
13.0,-27.47856330871582,-2.0351221561431885,-48.210166931152344,-3.9290153980255127,-19.740764617919922,-42.62185287475586,-25.575620651245117,-1.9236973524093628,-45.51531982421875,-3.5023703575134277
14.0,-29.351415634155273,-1.7105820178985596,-52.23079299926758,-4.112237930297852,-35.6583366394043,-50.86370086669922,-30.436649322509766,-2.5766851902008057,-49.682273864746094,-3.650111675262451
15.0,-30.923294067382812,-1.4331743717193604,-56.11772537231445,-3.661621332168579,-22.626510620117188,-57.703697204589844,-29.27332305908203,-1.7449374198913574,-54.906375885009766,-4.0001540184021
16.0,-32.083736419677734,-0.8877145648002625,-59.86372756958008,-3.830385208129883,-33.03410720825195,-61.198177337646484,-31.744220733642578,-1.9063782691955566,-59.7318115234375,-4.183682918548584
17.0,-33.050540924072266,-1.045892357826233,-63.69926071166992,-3.8406805992126465,-41.34017562866211,-60.80231857299805,-36.41997146606445,-2.52211332321167,-62.79429626464844,-3.934398651123047
18.0,-33.87603759765625,-0.6051007509231567,-67.28532409667969,-3.3314430713653564,-29.155681610107422,-61.5311393737793,-35.41765213012695,-1.7386689186096191,-64.85687255859375,-3.5183112621307373
19.0,-34.4194450378418,-0.48171287775039673,-71.06076049804688,-4.21942663192749,-32.58478546142578,-71.21791076660156,-35.51007080078125,-1.3727854490280151,-69.39887237548828,-3.7458293437957764
20.0,-35.03923797607422,-0.7578749656677246,-75.28141021728516,-4.221868991851807,-34.49029541015625,-74.95008850097656,-36.02134704589844,-1.181333065032959,-73.7947769165039,-3.890296459197998
21.0,-35.7193717956543,-0.6023948192596436,-79.73735046386719,-4.690012454986572,-32.16586685180664,-83.34907531738281,-35.3891716003418,-0.778339147567749,-79.72440338134766,-4.343471527099609
22.0,-36.401920318603516,-0.7627062201499939,-84.19795989990234,-4.231204032897949,-32.24566650390625,-80.04804992675781,-34.755531311035156,-0.4645768702030182,-82.62062072753906,-4.0218706130981445
23.0,-36.955074310302734,-0.34359851479530334,-87.89335632324219,-3.1595890522003174,-48.27511215209961,-96.87052154541016,-39.920108795166016,-1.508987545967102,-90.32473754882812,-4.840120792388916
24.0,-36.92343521118164,0.4068743884563446,-90.7658920288086,-2.5854761600494385,-42.14241027832031,-91.4066390991211,-41.68589401245117,-1.5660524368286133,-93.81187438964844,-4.539464473724365
25.0,-36.798851013183594,-0.15771153569221497,-93.6976318359375,-3.277994155883789,-26.4761905670166,-95.82807159423828,-37.21263122558594,-0.22400081157684326,-97.44295501708984,-4.33760404586792
26.0,-37.34041213989258,-0.9254150390625,-97.19487762451172,-3.716498613357544,-39.14726257324219,-102.53776550292969,-38.052459716796875,-0.36085081100463867,-102.05315399169922,-4.3981804847717285
27.0,-38.27790451049805,-0.9495733976364136,-100.90644073486328,-3.706632375717163,-28.82549285888672,-112.41799926757812,-34.96169662475586,0.4061734676361084,-108.59933471679688,-4.875513076782227
28.0,-39.050697326660156,-0.5960109233856201,-104.59596252441406,-3.6724040508270264,-32.144081115722656,-100.7762680053711,-33.68740463256836,0.5990889668464661,-108.90335845947266,-3.859626054763794
29.0,-39.77722930908203,-0.8570485711097717,-107.78258514404297,-2.700849771499634,-40.46021270751953,-113.8765869140625,-35.7421989440918,0.009335935115814209,-113.16387939453125,-3.948714256286621
30.0,-40.43589401245117,-0.4602843225002289,-110.17422485351562,-2.0824203491210938,-47.299415588378906,-102.568359375,-39.896827697753906,-0.9159901142120361,-111.87666320800781,-2.785172939300537
31.0,-40.662132263183594,0.0078096091747283936,-112.09722137451172,-1.763578176498413,-41.67176055908203,-105.93806457519531,-41.12203598022461,-0.9847057461738586,-111.52127838134766,-2.0872700214385986
32.0,-40.52839279174805,0.2596745193004608,-113.81658172607422,-1.6751457452774048,-41.310707092285156,-106.83625793457031,-41.82017135620117,-0.9210227727890015,-111.17052459716797,-1.5454858541488647
33.0,-40.44305419921875,-0.08899328112602234,-115.46183776855469,-1.6153639554977417,-43.82255172729492,-113.52265930175781,-43.13048553466797,-1.0075312852859497,-113.00640106201172,-1.6100177764892578
34.0,-40.34818649291992,0.27873024344444275,-117.15601348876953,-1.7729886770248413,-44.324642181396484,-113.22772979736328,-44.2052001953125,-1.0224614143371582,-114.11648559570312,-1.4989227056503296
35.0,-40.22096252441406,-0.02427750825881958,-118.73212432861328,-1.3792364597320557,-36.32384490966797,-118.54105377197266,-42.02228546142578,-0.310155987739563,-116.66864013671875,-1.7329742908477783
36.0,-40.312808990478516,-0.15941967070102692,-120.21321105957031,-1.582948088645935,-42.23604965209961,-122.46796417236328,-42.2977409362793,-0.3024444878101349,-119.8655014038086,-2.0582826137542725
37.0,-40.517608642578125,-0.25018131732940674,-121.94036102294922,-1.8713598251342773,-44.96847152709961,-124.09798431396484,-43.4527702331543,-0.49190741777420044,-122.70649719238281,-2.2322187423706055
38.0,-40.63960266113281,0.006198078393936157,-124.11844635009766,-2.4848060607910156,-38.22508239746094,-124.01502990722656,-41.885623931884766,-0.03433963656425476,-124.60618591308594,-2.1583240032196045
39.0,-40.46453094482422,0.34394288063049316,-126.40389251708984,-2.0860724449157715,-39.805198669433594,-127.92679595947266,-41.15864944458008,0.13484157621860504,-127.18292999267578,-2.2513067722320557
40.0,-40.071834564208984,0.4414435923099518,-128.22628784179688,-1.5587365627288818,-45.01502990722656,-128.85081481933594,-42.46064758300781,-0.1844562143087387,-129.2241973876953,-2.2046332359313965
41.0,-39.743431091308594,0.2153649926185608,-129.92030334472656,-1.8293068408966064,-39.31247329711914,-127.69422912597656,-41.44535827636719,0.08215419948101044,-130.08438110351562,-1.905864953994751
42.0,-39.307701110839844,0.6560941338539124,-131.5444793701172,-1.419071078300476,-35.84754180908203,-125.2868423461914,-39.377567291259766,0.5234072208404541,-129.5770263671875,-1.3695924282073975
43.0,-38.6922607421875,0.5747843384742737,-132.54063415527344,-0.573239266872406,-29.844745635986328,-130.21163940429688,-35.61077117919922,1.2441604137420654,-130.68203735351562,-1.3107936382293701
44.0,-37.94776916503906,0.9142033457756042,-133.27072143554688,-0.8869410753250122,-45.59344482421875,-130.7888946533203,-38.40827178955078,0.34601378440856934,-131.55941772460938,-1.2144789695739746
45.0,-36.3544807434082,2.2723727226257324,-134.39370727539062,-1.359007716178894,-27.184986114501953,-140.94296264648438,-34.14644241333008,1.2161955833435059,-135.71475219726562,-1.868004322052002
46.0,-33.76662063598633,2.903346061706543,-135.6273956298828,-1.1083745956420898,-29.3411865234375,-126.48934173583984,-31.638185501098633,1.5033204555511475,-133.58912658691406,-0.9805305600166321
47.0,-31.16931915283203,2.2912535667419434,-136.7052764892578,-1.0474027395248413,-26.682350158691406,-144.35641479492188,-28.89196014404297,1.7795215845108032,-138.0928955078125,-1.763471245765686
48.0,-29.19708251953125,1.65321946144104,-137.29818725585938,-0.13841462135314941,-33.64964294433594,-133.5800018310547,-29.465831756591797,1.2565453052520752,-137.5968780517578,-1.261361837387085
49.0,-27.200349807739258,2.3402457237243652,-137.3280792236328,0.07862454652786255,-31.41846466064453,-129.1168212890625,-29.36458969116211,0.9998109936714172,-135.35133361816406,-0.4820479154586792
50.0,-24.582714080810547,2.895026683807373,-136.73622131347656,1.1050982475280762,-24.835737228393555,-134.17347717285156,-27.094324111938477,1.2821342945098877,-135.23580932617188,-0.34925615787506104
51.0,-21.384029388427734,3.502342939376831,-135.5200653076172,1.3271989822387695,-24.09967041015625,-141.47557067871094,-25.195682525634766,1.4191358089447021,-137.7056427001953,-0.8204963803291321
52.0,-17.91893768310547,3.4278414249420166,-134.3754119873047,0.9621202945709229,-11.954697608947754,-136.04151916503906,-19.520681381225586,2.3648836612701416,-137.6316680908203,-0.6217268705368042
53.0,-14.615070343017578,3.1798932552337646,-133.1446990966797,1.4992796182632446,-2.127897262573242,-141.70693969726562,-11.74575424194336,3.5671157836914062,-139.49667358398438,-0.8980110883712769
54.0,-11.52929973602295,2.991647481918335,-131.7400665283203,1.3099780082702637,-10.58435344696045,-134.78909301757812,-9.044695854187012,3.3746585845947266,-138.37667846679688,-0.4495638310909271
55.0,-8.659037590026855,2.748875617980957,-130.78433227539062,0.6014847159385681,4.0427656173706055,-137.47808837890625,-2.1734282970428467,4.1516828536987305,-138.34091186523438,-0.34171104431152344
56.0,-6.518009662628174,1.5331802368164062,-130.02340698242188,0.9203511476516724,-18.68621063232422,-128.7662811279297,-5.4609527587890625,2.498525619506836,-135.11273193359375,0.45159584283828735
57.0,-5.056062698364258,1.3907138109207153,-128.91688537597656,1.2926967144012451,1.2571115493774414,-123.46517181396484,-1.4433932304382324,2.8360886573791504,-130.63058471679688,1.3472726345062256
58.0,-3.364206552505493,1.992998719215393,-127.88211822509766,0.776839554309845,-2.8420703411102295,-121.39319610595703,-0.13182032108306885,2.497307300567627,-126.44287109375,1.9784817695617676
59.0,-1.1458266973495483,2.443761110305786,-127.27816772460938,0.43105366826057434,5.531676769256592,-121.83755493164062,3.5053153038024902,2.7506024837493896,-123.51873016357422,2.1886281967163086
60.0,0.9624190926551819,1.7727304697036743,-126.85385131835938,0.41758424043655396,-1.0765113830566406,-127.88157653808594,3.616243362426758,2.164008140563965,-123.68862915039062,1.6645102500915527
61.0,2.4975943565368652,1.2976200580596924,-126.26551818847656,0.7590771317481995,9.654865264892578,-124.96491241455078,7.175112247467041,2.4739773273468018,-123.08280181884766,1.4292465448379517
62.0,3.6184024810791016,0.9439963102340698,-125.17428588867188,1.4233787059783936,-1.4523224830627441,-117.41864776611328,5.652581691741943,1.5858644247055054,-120.12899017333984,1.7680392265319824
63.0,4.399989604949951,0.6191772818565369,-123.82371520996094,1.2777587175369263,-0.47687482833862305,-123.42666625976562,4.460930824279785,0.9686387777328491,-120.18460845947266,1.3627822399139404
64.0,4.77782678604126,0.1364974081516266,-122.2096939086914,1.950284481048584,-2.4947004318237305,-125.58490753173828,2.5768325328826904,0.3346971869468689,-121.25653076171875,0.8217355012893677
65.0,5.026371479034424,0.3605915904045105,-120.04859924316406,2.3719046115875244,5.193818092346191,-117.25518035888672,3.7331535816192627,0.5172802209854126,-119.29013061523438,1.0761044025421143
66.0,5.195950031280518,-0.02143457531929016,-117.73433685302734,2.256629467010498,3.7520575523376465,-117.78288269042969,4.071018218994141,0.47741010785102844,-118.0588150024414,1.110595941543579
67.0,4.813264846801758,-0.7439351081848145,-115.74962615966797,1.7127923965454102,3.5490357875823975,-113.5794906616211,4.188647270202637,0.39745867252349854,-115.7354736328125,1.380094289779663
68.0,4.469420909881592,0.056247591972351074,-114.02227020263672,1.741914987564087,-1.2525558471679688,-117.3475570678711,2.484187602996826,-0.06963425874710083,-115.43256378173828,1.1407198905944824
69.0,4.874927520751953,0.7547649145126343,-111.88446044921875,2.5337119102478027,6.508702278137207,-112.85198974609375,3.888446807861328,0.25789761543273926,-113.77349853515625,1.255908489227295
70.0,5.742459774017334,0.9802992343902588,-109.43917083740234,2.3568575382232666,15.691539764404297,-103.04852294921875,8.302614212036133,1.1815133094787598,-109.10872650146484,2.0134341716766357
71.0,6.785391330718994,1.1055634021759033,-106.7848892211914,2.9516987800598145,12.708744049072266,-109.54862213134766,10.644989013671875,1.4394826889038086,-107.9784927368164,1.8171677589416504
72.0,8.040253639221191,1.4041602611541748,-104.2353515625,2.147383451461792,-2.8137340545654297,-92.29637145996094,6.721117973327637,0.24762630462646484,-101.16993713378906,2.926363945007324
73.0,9.65378189086914,1.8228950500488281,-102.15402221679688,2.0152697563171387,9.2825345993042,-97.23338317871094,7.801708698272705,0.4327295422554016,-97.8799057006836,3.0071792602539062
74.0,11.429141998291016,1.727825403213501,-99.8620834350586,2.568613290786743,21.980199813842773,-99.75321197509766,13.18291187286377,1.5323903560638428,-96.62969970703125,2.6167404651641846
75.0,13.233403205871582,1.88069748878479,-97.64185333251953,1.8718507289886475,19.28531265258789,-92.74209594726562,16.360506057739258,1.8979911804199219,-93.55545043945312,2.718409776687622
76.0,15.753469467163086,3.159435749053955,-95.4442138671875,2.523430824279785,15.478767395019531,-98.7392349243164,17.257795333862305,1.6756128072738647,-93.68183135986328,2.0862345695495605
77.0,18.926977157592773,3.1875789165496826,-92.80194854736328,2.7610983848571777,23.143857955932617,-86.67584228515625,20.44917106628418,2.012448787689209,-89.8244857788086,2.4798150062561035
78.0,22.258460998535156,3.475388526916504,-90.0010986328125,2.8405919075012207,18.7327880859375,-98.6511001586914,21.119239807128906,1.7141422033309937,-91.41498565673828,1.575300931930542
79.0,25.659692764282227,3.327075958251953,-86.69342041015625,3.774773120880127,25.866958618164062,-90.21701049804688,23.92546844482422,1.9568283557891846,-89.97552490234375,1.5451147556304932
80.0,28.985597610473633,3.324733018875122,-82.65182495117188,4.308422088623047,35.10611343383789,-80.00181579589844,29.202871322631836,2.6947336196899414,-85.3961181640625,2.219402313232422
81.0,32.17786407470703,3.059800148010254,-78.23814392089844,4.518936634063721,31.479387283325195,-75.35047912597656,31.747047424316406,2.66127610206604,-80.35926818847656,2.845500946044922
82.0,34.96106719970703,2.5066041946411133,-73.86331176757812,4.230723857879639,33.516883850097656,-78.74694061279297,34.087406158447266,2.589960813522339,-77.95771026611328,2.7468466758728027
83.0,37.33789825439453,2.2470571994781494,-69.34390258789062,4.808108806610107,33.54903030395508,-66.14899444580078,35.55116653442383,2.339693784713745,-71.94859313964844,3.4717960357666016
84.0,39.5825309753418,2.2422051429748535,-64.49225616455078,4.895188331604004,42.51900863647461,-62.47826385498047,39.5569953918457,2.7099456787109375,-66.31732940673828,3.95167875289917
85.0,41.832969665527344,2.2586708068847656,-59.447235107421875,5.194859504699707,44.9024543762207,-64.36094665527344,43.21572494506836,2.9207868576049805,-63.08395767211914,3.792055130004883
86.0,44.21335983276367,2.502105951309204,-54.33428955078125,5.031033515930176,44.01242446899414,-54.19025421142578,45.37184143066406,2.7508597373962402,-57.45530700683594,4.200186729431152
87.0,46.6934700012207,2.4581124782562256,-49.39060592651367,4.8563385009765625,43.78889465332031,-51.30912399291992,46.562530517578125,2.4041552543640137,-52.554561614990234,4.355866432189941
88.0,49.338314056396484,2.8315813541412354,-44.70912170410156,4.5066304206848145,45.36328887939453,-44.957218170166016,47.669464111328125,2.1158833503723145,-47.03176498413086,4.615184783935547
89.0,52.09385681152344,2.6795012950897217,-40.810302734375,3.291010856628418,41.781463623046875,-37.39364242553711,46.90394973754883,1.4755727052688599,-40.60832214355469,5.017019748687744
90.0,54.58637619018555,2.305542230606079,-37.474632263183594,3.38032865524292,54.620140075683594,-35.5694580078125,50.62614440917969,1.974821925163269,-35.583438873291016,5.018767356872559
91.0,56.839637756347656,2.2009801864624023,-34.263336181640625,3.04226016998291,58.24991989135742,-47.576053619384766,54.63459014892578,2.4267380237579346,-36.68876647949219,3.6578567028045654
92.0,58.9753532409668,2.0704472064971924,-31.05665397644043,3.3711047172546387,53.424285888671875,-28.875764846801758,55.75199508666992,2.135774612426758,-31.535058975219727,3.9902682304382324
93.0,60.63901901245117,1.2568880319595337,-27.585880279541016,3.570441484451294,61.903682708740234,-30.894636154174805,59.333499908447266,2.457047462463379,-28.750734329223633,3.722280502319336
94.0,62.09650802612305,1.6580888032913208,-23.808202743530273,3.9849133491516113,59.18717956542969,-28.266538619995117,60.85333251953125,2.2487781047821045,-26.194164276123047,3.463233709335327
95.0,63.68306350708008,1.5150189399719238,-19.799341201782227,4.032810211181641,63.04168701171875,-15.968090057373047,63.080360412597656,2.2439441680908203,-20.296308517456055,4.004261016845703
96.0,64.77014923095703,0.659152626991272,-15.587394714355469,4.391081809997559,64.28399658203125,-21.612220764160156,64.94979095458984,2.160719633102417,-18.20730972290039,3.5786471366882324
97.0,65.2701416015625,0.34083789587020874,-11.10727310180664,4.569161891937256,74.499267578125,-13.14835262298584,69.77046203613281,2.7518200874328613,-14.09575080871582,3.6970717906951904
98.0,65.46327209472656,0.045421302318573,-6.303561210632324,5.038261890411377,53.66532516479492,-7.943010330200195,65.73377990722656,1.2432632446289062,-9.51463794708252,3.8935253620147705
99.0,65.38925170898438,-0.1934560239315033,-1.3313864469528198,4.906087398529053,63.11555480957031,4.738207817077637,65.58690643310547,0.9343441724777222,-1.8917574882507324,4.722270965576172
100.0,65.18897247314453,-0.20710012316703796,3.5948054790496826,4.946296691894531,73.56402587890625,0.7445375919342041,69.05664825439453,1.497766375541687,2.079562187194824,4.555392742156982
101.0,64.709716796875,-0.7514129877090454,8.566572189331055,4.9972357749938965,57.41981506347656,10.15225887298584,65.82595825195312,0.44699859619140625,7.90118408203125,4.836777210235596
102.0,64.4974365234375,0.3268418312072754,13.044078826904297,3.9577760696411133,61.74669647216797,14.1465482711792,64.64350128173828,0.08489778637886047,13.245052337646484,4.949464321136475
103.0,64.7546157836914,0.1875157207250595,17.16268539428711,4.279438018798828,75.01212310791016,8.182941436767578,68.4305419921875,0.9075955152511597,14.590350151062012,4.148538112640381
104.0,64.51358032226562,-0.6695846319198608,21.728361129760742,4.85191535949707,62.12455368041992,15.505937576293945,66.74124908447266,0.3305090665817261,17.57502555847168,3.889902114868164
105.0,63.895267486572266,-0.5670381784439087,26.861604690551758,5.4145708084106445,61.25981140136719,20.362794876098633,64.97945404052734,-0.13444635272026062,21.068159103393555,3.801731586456299
106.0,63.236270904541016,-0.7509537935256958,32.26636505126953,5.394946575164795,68.0191879272461,33.4589729309082,65.98771667480469,0.11948797106742859,27.961959838867188,4.488858222961426
107.0,62.82942199707031,-0.06274771690368652,37.672237396240234,5.4168009757995605,57.63545608520508,39.480255126953125,63.057376861572266,-0.558252215385437,34.981414794921875,5.051213264465332
108.0,62.88243865966797,0.1687777191400528,42.80616760253906,4.85105562210083,57.095069885253906,44.14160919189453,60.55366516113281,-0.9905767440795898,41.51185989379883,5.379931926727295
109.0,62.71939468383789,-0.49486297369003296,47.740596771240234,5.017803192138672,60.91063690185547,43.39227294921875,60.0482063293457,-0.8827728033065796,45.63196563720703,5.09997034072876
110.0,62.054019927978516,-0.8358898162841797,52.20375442504883,3.908510208129883,61.27322006225586,60.30177688598633,59.92423629760742,-0.7141497731208801,54.17707824707031,5.865557670593262
111.0,61.44923400878906,-0.37368324398994446,56.12141418457031,3.926801919937134,63.121707916259766,57.64502716064453,60.61827087402344,-0.40122008323669434,59.17949676513672,5.673748970031738
112.0,60.52748107910156,-1.4698190689086914,60.22893142700195,4.28823184967041,55.45051956176758,57.597015380859375,58.501102447509766,-0.7825427055358887,62.241004943847656,5.093250274658203
113.0,59.283817291259766,-1.0175076723098755,64.69454193115234,4.642989158630371,61.97688293457031,68.36984252929688,59.251556396484375,-0.4418768286705017,67.70706939697266,5.1760969161987305
114.0,58.62836456298828,-0.29339760541915894,69.69627380371094,5.360472679138184,63.529869079589844,66.92707824707031,60.508949279785156,-0.064261794090271,70.73897552490234,4.699610233306885
115.0,58.360042572021484,-0.24324586987495422,75.48916625976562,6.225308895111084,53.486759185791016,65.14945220947266,57.93983459472656,-0.6208959817886353,71.7344970703125,3.8764796257019043
116.0,58.31327438354492,0.149709552526474,82.01641845703125,6.829193115234375,63.6621208190918,88.79966735839844,59.60248565673828,-0.11344146728515625,80.35890197753906,4.931574821472168
117.0,58.54438400268555,0.3125108480453491,88.6795654296875,6.497097015380859,53.67384338378906,84.89142608642578,57.395572662353516,-0.5786575078964233,85.14682006835938,4.899651050567627
118.0,59.01667404174805,0.6320697665214539,94.74015808105469,5.624082565307617,62.11054611206055,95.57498931884766,58.72262191772461,-0.15516692399978638,92.03673553466797,5.34193229675293
119.0,59.63797378540039,0.6105281710624695,100.68377685546875,6.263150691986084,60.45234680175781,93.9815673828125,59.24601745605469,-0.0043756067752838135,96.15571594238281,5.070164203643799
120.0,60.505821228027344,1.125166654586792,107.178955078125,6.72720193862915,62.901798248291016,104.78370666503906,60.55929946899414,0.2884368896484375,102.50669860839844,5.354790210723877
121.0,61.418968200683594,0.7011252641677856,113.75308990478516,6.421070098876953,57.746498107910156,111.20960235595703,59.73128890991211,0.040337830781936646,109.06681060791016,5.622639179229736
122.0,62.46635437011719,1.393643856048584,120.21934509277344,6.511432647705078,57.22404098510742,109.7537841796875,58.854496002197266,-0.16346892714500427,112.91261291503906,5.227785587310791
123.0,63.57231521606445,0.818284273147583,126.92486572265625,6.89961051940918,60.137413024902344,126.00727081298828,59.211727142333984,-0.04775817692279816,120.97247314453125,5.857135772705078
124.0,64.27899932861328,0.5950767993927002,133.70733642578125,6.665334701538086,69.99451446533203,130.95578002929688,63.062965393066406,0.8186855912208557,128.31503295898438,6.187229633331299
125.0,65.06204986572266,0.9710243940353394,140.5099334716797,6.939871788024902,64.7115249633789,133.7818145751953,64.18040466308594,0.8850753307342529,134.24290466308594,6.129594326019287
126.0,66.17930603027344,1.263487458229065,147.69387817382812,7.428018569946289,62.57780456542969,149.90325927734375,64.169921875,0.6860610246658325,143.80357360839844,6.892055511474609
127.0,67.56301879882812,1.503936767578125,154.93515014648438,7.0545244216918945,64.55503845214844,156.0150604248047,64.74764251708984,0.6619856953620911,152.61062622070312,7.317609786987305
128.0,68.97241973876953,1.3148635625839233,161.7844696044922,6.644127368927002,77.50215148925781,159.35275268554688,69.762939453125,1.629387378692627,159.7210693359375,7.271571159362793
129.0,70.14525604248047,1.030813217163086,167.8748321533203,5.5365800857543945,69.86148071289062,162.28138732910156,70.84122467041016,1.5069197416305542,165.2965850830078,6.894670486450195
130.0,71.02442932128906,0.7275339365005493,173.61900329589844,5.9517822265625,60.57025909423828,184.00808715820312,68.10810852050781,0.5646889209747314,176.4453125,7.840017318725586
131.0,71.8989028930664,1.0214122533798218,179.7029571533203,6.216135501861572,68.75709533691406,185.70828247070312,68.7031478881836,0.5714327096939087,184.79759216308594,7.953854084014893
132.0,72.61968994140625,0.4201622009277344,186.0248565673828,6.427666664123535,75.8989486694336,170.159423828125,71.65935516357422,1.1013820171356201,184.61831665039062,6.146492004394531
133.0,72.92988586425781,0.2002185434103012,192.1996307373047,5.921863555908203,68.01403045654297,196.45408630371094,71.05191802978516,0.721645712852478,192.8129425048828,6.601634979248047
134.0,72.97932434082031,-0.10134406387805939,197.87246704101562,5.423825740814209,64.3593521118164,198.7339324951172,69.10444641113281,0.12850850820541382,199.16954040527344,6.547183036804199
135.0,72.7563705444336,-0.3445698320865631,203.31549072265625,5.462223529815674,70.05410766601562,210.04354858398438,69.52857208251953,0.19420063495635986,207.27438354492188,6.89332914352417
136.0,71.74874877929688,-1.6706736087799072,208.8731689453125,5.653136730194092,74.18533325195312,215.83702087402344,71.32929229736328,0.5512056350708008,214.76866149902344,7.02687406539917
137.0,70.35787963867188,-1.11106276512146,214.3370361328125,5.2745819091796875,66.46569061279297,211.07614135742188,69.93116760253906,0.11802083253860474,217.93655395507812,6.169322967529297
138.0,69.38697052001953,-0.8307559490203857,219.1393585205078,4.330049514770508,74.67937469482422,221.1996307373047,71.71605682373047,0.48843586444854736,223.05963134765625,5.936822891235352
139.0,68.49349212646484,-0.9561972618103027,223.35189819335938,4.095039367675781,66.73828125,223.01058959960938,70.23665618896484,0.051139116287231445,226.841552734375,5.457953453063965
140.0,67.89579772949219,-0.2391912341117859,227.2783203125,3.7578272819519043,63.853084564208984,232.6821746826172,67.97129821777344,-0.4636377692222595,232.437255859375,5.488567352294922
141.0,67.66664123535156,-0.2191229611635208,231.19371032714844,4.072942733764648,64.4229736328125,229.49359130859375,66.39717102050781,-0.7104126811027527,234.89022827148438,4.81398868560791
142.0,67.50688171386719,-0.10039985924959183,235.1205596923828,3.780768632888794,69.19169616699219,236.94744873046875,66.94853973388672,-0.4300177991390228,238.7117919921875,4.593446731567383
143.0,67.32408142089844,-0.2651952803134918,238.93093872070312,3.8399975299835205,59.933170318603516,236.36880493164062,64.14779663085938,-0.9568461179733276,240.80812072753906,4.038532257080078
144.0,67.3394546508789,0.29595157504081726,242.46258544921875,3.2232909202575684,69.38554382324219,255.3256378173828,65.42100524902344,-0.4612787961959839,248.61907958984375,4.8768510818481445
145.0,67.94070434570312,0.9065476655960083,245.76576232910156,3.3830502033233643,69.48348999023438,243.758056640625,66.5882797241211,-0.0993775725364685,249.99029541015625,4.0978217124938965
146.0,69.2343521118164,1.6807496547698975,249.0516815185547,3.188774347305298,65.90827941894531,252.04278564453125,66.27987670898438,-0.14582715928554535,253.351806640625,3.934195041656494
147.0,71.26386260986328,2.3782808780670166,251.96775817871094,2.643350601196289,69.70708465576172,253.3247528076172,67.42034149169922,0.14001573622226715,255.85995483398438,3.6172943115234375
148.0,73.4628677368164,2.0197372436523438,254.57077026367188,2.5626633167266846,66.29418182373047,252.64544677734375,67.10453033447266,0.03872179239988327,257.0177917480469,3.070751428604126
149.0,75.33533477783203,1.7251920700073242,257.1529541015625,2.6017370223999023,80.88650512695312,258.8657531738281,72.0908203125,1.138182282447815,259.6483459472656,2.9729292392730713
150.0,77.28707122802734,2.1782915592193604,259.96636962890625,3.0250492095947266,84.79244232177734,257.0513610839844,77.39183807373047,2.0632572174072266,260.6161193847656,2.5273361206054688
151.0,79.59551239013672,2.438598155975342,262.92864990234375,2.8994853496551514,73.39279174804688,264.80364990234375,77.27266693115234,1.578273057937622,263.7411193847656,2.6601510047912598
